author_id;publication_id
85;185625,185522,184027,183369,179807,176537,176126,171904,170624,167007,165074,160939,160586,155693,155689,154119,153409,153400,149742,149274,149129,149068,146793,144213,141196,141194,140367,138948,130380,121517,117900,117877,113655,113642,108309,101774,101771,101598,101753
86;175283,165168,163224,152786,152290,149623,145923,147243,146902,146028,140814,129630,134425,134374,134421,133468,133456,96399,91831
87;180045,179085,170421,170420,170888,167979,165316,164733,157487,155337,155336,155332,152808,149850,149847,155295,149365,148961,146339,146098,143587,135024,131308,120627,119499,119483,116220,115868,114364,106988,101598,91737
88;186568,186052,184481,174841,172199,171912,107445
89;186317,186309,185089,175770,175242,175221,175220,175217,175216,171846,168414,167948,163750,155142,155135,153686,179910,147574,147572,147569,144693,144095,139367,144694,142069,142068,142067,142066,141423,141225,140402,139262,139091,135248,133583,130896,129642,129276,129273,128469,122020,121347,120996,120994,120915,118954,117190,116505,116504,113266,112291,111303,107097,107096,107034,106657,102259,100554,100325,96330,95392,95390,95387,95348,95342
90;184469,173354,172826,156228,154103,151933,147079,141947,137748,163505,132490,122443,103797,99835,99831
91;185168,166960,168896,168895,166272,164436,162594,162561,162560,152660,151301,151224,151223,147757,139449,124903,141869,123313,113392,103835
92;184364,184252,184246,184207,183958,183564,182847,182655,182653,182650,182636,182627,182558,180907,180512,185426,176460,176158,176110,176104,176100,175972,175970,175961,175960,174862,174855,174850,174684,174679,174677,174675,174562,174459,174382,174200,172829,172750,171008,171005,171001,171797,168810,166725,166565,166562,166519,166398,166396,166393,166376,166374,166298,166297,166296,166284,166283,166214,164708,164107,163567,159265,159263,157190,155424,154121,153489,153479,153478,153477,153444,153441,153440,153418,153395,153195,153101,152874,152871,148960,148796,146183,146061,145940,145815,145776,145774,145676,145008,143829,139940,139169,136594,137652,137646,129731,129242,128644,128538,127346,126042,125995,125993,125991,123296,120967,120843,120596,120595,120589,120585,120571,120462,120082,119794,119793,119616,118566,117743,117737,115734,115733,115717,115713,113089,113086,112602,111083,109963,109953,109903,109523,109384,109383,109380,109289,108733,108597,108596,108569,108568,105494,105492,105488
93;168646,165218,164911,148600,148089,146340,140503,136905,131473,129629,124997,124996,120625,120623,120495
94;180888,180552,178992,170837,169547,166330,151039,123551,121188,121183,116523
95;184934,168794,166180,151546,137626,130108,125286,123551,121188,119300
96;170586,166339,155417,155402,153572,150823,149788,147857,141961,141959,141848,140338,137802,137800,127272,126100,130109,130100,121279,121219,121193,121183,115661,115626,111073,111051,111050
97;187102,181336,168794,166180,151546,130108,125286,123551,121188,119300,116523
98;184934,182454,181336,171060,170834,169186,168795,166161,138015
99;184164,179134,173489,170898,160943,156717,152535,151615,149469,143919,143911,141008,134589,129924
100;164142,164126,163283,153713,152535,151286,137602,130080,122349,115895,115678,114453,135771,135731,94826,141706
101;181163,187102,185107,183746,182030,181905,180889,179645,175281,174228,167289,168755,167281,167213,167114,164810,177710,149131,143582,136554,136074,134262,136542,131563,116523,114736,109699
102;186606,184983,184199,184195,184189,183437,183343,183123,179547,176405,173335,173255,173254,165407,165406,165389,165386,165380,155059,150026,144587,144395,150032,150030,144423,135223,128197,127944,126077,126045,120122,120108,117841,113315,113258,113250,113249
103;137868,131308
104;183436,183021,180560,180559,171960,171958,170516,171602,171349,171342,171339,168814,167321,167299,166752,166090,161026,160864,160717,154019,150715,149669,149065,148881,147602,137868,120683,116686,101393,135344,100586,100776,100705
105;176974,176130,155133,154704,148409,146770,141813,135358,132486,115940,112480
106;183021,173569,168814,154019,121907,112329,100676,100673,100738,100733
107;185019,174993,166246,155911,145996,145993,145988,125573,120911,113174,100673,100632,100739,100737,100780
108;182003,176846,176597,176594,172246,171969,173208,173207,171621,171620,168589,167508,164892,160782,152122,150719,150620,149825,146342,145283,145269,144283,144152,116756,103537,95171,95045,100725,132768
109;183067,113290,113284,113162,112926,105260,100675,100673,100737
110;169633,168914,168279,167592,166073,166071,166028,157373,154295,145276,142606,142189,140448,135171,135167,143476,127108,116900
111;186647,185486,185485,187102,182054,182052,182049,176375,172521,170180,165107,164501,157400,157398,157396,154626,154385,154381,154379,154370,154367,157496,157495,152373,143552,142681,142679,142678,142668,142654,142549,141936,141568,141981,138186,129332,126900,124242,123776,135539
112;181163,185107,183746,183657,183646,182030,181856,181593,181506,180889,180888,180881,180552,179645,174228,167289,170472,169644,167281,167114,166774,177710,159260,157347,157339,156155,155459,152344,150369,150208,143057,140586,135437,135434,126196,124691,109699
113;179275,176571,169246,166139,148959,148687,144254,142353,133139,133101,133099,142471,133912,133092,114736,114720,114698
114;168790,137672,131688
115;169922
116;169723
117;183324,183695,166016,162926,161152,160505,150150,144266,125011,123688,116756,104125
118;179416,173334,182163,171112,155856,151987,138623,98726
119;187102,179214,170552,170419,168524,167249,166524,166248,166097,160950,130223,123549,123366,109702,104505,98204
120;186603,182163,171112,151987
121;157360,152358,134404
123;168833,143324,142099,142097,132276,124705,113001
124;170753,168836,153805
125;185268,184350,181908,174666,165022,149916,145160,129366,123265,118517,116523,116106,115166,113740,113664,113572,109787,109764
126;185143,184030,182731,182569,182454,180331,179416,178137,174120,174117,173753,173693,173449,173334,173289,173203,173151,173055,171111,171109,170820,169748,169652,166170,166168,161052,157315,155856,153433,152745,150543,148430,148279,147116,139698,151355,151072,149335,139287,130648,123569,123366,123364,122319,120852,113180,113177,113170,111046,104662,104656,104496
127;184030,183934,179416,178659,174977,168796,170385,169636,162031,161969,139553,162266,148430,144665,139287,138454,123569,123366,122319,120871,113177,113175,104505
128;179807,179801,177869,176126,171904,165074,157373,149068,117877,114907,114906,108726,107024,113906,95518
129;186464,169396,149137,149136,112993
130;181895,181894,177285,177278,177277,176128,176086,171701,168912,168855,169824,169375,165074,160624,154810,153406,149751,149138,149137,141191,141010,140931,131646,124110,113655,112477,106873,101771
131;180228,180003,174442,167917,160469,160468,157256,157192,140214,149373,148787,130449
132;185892,181678,181663,180003,176270,176269,174442,168184,160469,140214,149373,148787,147793,147767,137982,137981,137979,130449,124131,124130,108992,107343
133;121517,115003,113906
134;187365,179807,179801,177869,177867,169375,165074,156285,156283,156277,155992,155984,154810,150292,149900,147670,107331
135;156283,156277,155984,150288,147670,143342,140696,115003,110922,107331
136;185892,183369,176083,168184,162392,161620,154899,147383,141732,139636,127894,121517,101598
137;149743,143559,126104,108392
138;175546,146793,132539,127646,126104,122445,122137
139;182236,182117,182116,179674,176690,171701,168855,169396,168930,165074,160657,154119,153407,153400,153398,150587,149755,149742,149137,149136,149048,141196,141220,140367,136545,129654,113655,108420,101774,101771,102126,101753
140;182116,180008,171701,165074,154119,153407,149137,149136,142945,140367,108420,101774
142;186017,181374,180835,177368,176092,171561,171043,164914,164896,155904,155770,155679,150386,149756,141502,143034,141280,127531,125717,124856,122987,122986,122721,121998,115153,113109,113052,109020
143;181850,177380,171502,171266,163227,148990,140055,117579,114371,113384,108344
144;184340,184328,184081,168496,167527,162644,162358,161349,148408,145298,117597,117561,116944,115399,106818
145;178957,178055,165986,165928,163111,162832,150535,150271,137983,127663,122874,111952,111951,110336,106134
146;176792,176791,175872,171971,162372,162340,162336,162331,148796,148519,148517,146876,143829,128644,125993,125991,120589,116736,115713,115055,114790,112944,110010
147;186674,185632,176504,175872,174662,174655,173149,168746,168525,166576,163071,162332,162331,162326,162324,162322,162302,162301,162300,162299,162298,161000,148796,148517,148280,143829,128644,125993,125991,122226,122037,121780,120589,115713,114790,113777,112906
148;184252,184246,183564,182636,182627,182558,180512,185426,176792,176791,175961,174855,174850,174679,174677,174562,171971,171008,171001,166725,166562,166396,166284,164708,162372,162340,162336,159265,159263,155424,153479,153478,153444,153441,153440,148960,148796,148519,148517,146876,145774,143829,128644,126037,125993,125991,122078,122075,120967,120847,120712,120593,120592,120591,120589,118566,115713,110914,110345,110008,109769,109523
149;185632,181829,176974,176504,176323,176293,176265,175872,175871,174864,174655,174519,171614,171502,168535,167811,167403,163071,162365,162363,162362,162359,162322,162298,161000,148796,148784,148566,148520,148517,148280,146957,143829,128644,125993,125991,123091,120589,116736,115713,115232,115055,114790,112944,110010
150;180921,170807,169923,164110,123398
151;184010,179747,177579,177571,177501,177320,177009,171502,168584,168395,160369,147971,137994,122371,116158
152;179417,176974,177583,177578,177501,177264,177011,175871,173149,171502,168955,168395,167345,167332,166735,166576,160363,157373,149130,148640,143976,142522,139891,137606,133792,116908,116401,116158,115177,116957,108261,107366
153;177001,171834,168575,167418,160372,149857,149679,146808,146741,145039,142482,140943,139999,137988,132636,132639,110375,107029,96532
154;177014,168562,161283,161276,149264,148659,148649,148646,148642,148640,148459,140198,137289,134262,132073,125869,124577,123244,117569,117045,105918
155;183251,175195,175194,174518,174310,172508,172212,171090,172507,172506,152410,152380,152379,149914,149865,144331,149918,142242,114152
156;177698,177320,180073,168956,168834,168827,168825,168758,163092,152714,152710,151075,162129,150293,150064,150062,144677,140655,138948,134341,134343,134325,132486,134352,134783,134350,134323,98008
157;117762
158;185694,185693,185662,162904,162632,162420,160351,160350,160262,149879,149877,129007,128928,121929,121565,121559,120094,117771,110342,109025,108827
159;180836,161281,160361,160262
160;185696,185694,185686,185662,177001,171834,168824,168575,162632,160354,160348,160262,149872,149857,149679,141879,143896,140943,140644,137988,129011,128928,122371,121631,121614,116158,114432,110465
161;184494,184159,150387,147576,144611,143631,123666,94247
162;144602,126582,125657
163;186860,184924,182843,180937,180936,180929,180926,180322,177322,176214,174563,174352,172386,171861,171011,166669,170766,170256,170009,166813,166670,166668,166135,164773,164573,163603,163602,162707,147842,162608,160666,157497,157454,157306,155995,155633,155623,152479,152478,151512,150283,152472,148952,145867,144890,144605,144096,143660,143630,143040,142183,143962,142036,139705,138847,135175,120154,113766,122924,114278,112036,107369,107235,100313,98621,95693
164;182413,170576,164033,170841,170574,149121,149120,115005,114525,100556
165;175241,163527,162688,163564,162598,162347,144623,135573,135572,113567,100408
166;182840,182562,172227,170387,162528,153060,124440,105812,100411
167;169145
168;186025,172070,172032,166271,153117,151808,172636,138851,129869,129868,114635,105461,105459
169;184662,174489,174401,170553,169955,169026,168674,170613,162410,161868,156908,170629,170568,170565,158475,143051,142036,138876,137664,122600,122596,120870,120118,120117,120005,119939,117398,134606,126720,113638,106470,106336,104846,98601
170;160599,186912,128349,123531,123095,116637,113677
171;163517,163515,123094,113611,104235
172;182839,180563,173048,172395,172249,171501,170588,168612,166716,156905,153110,152950,152949,152830,152581,150070,148996,145921,144676,144438,144257,142036,135850,156595,131349,128321,125852,123911,117051,123189,112174,105233,98635
173;175036,162374,138552,133954,145324,112922
174;186901,184101,184098,181361,180116,180115,174346,162715,144672,112400,136381,98363,98361,171325
175;174616,168574,164207,153421,137465,137464,117613,112269,112265,98363,98359,135474,135324
176;172346,153345,147596,135517,117143,110850
177;185757,182825,174154,168665,170095,153342,149142,154811,105631,101088,97952,97748,94514,94298,94236,106201
178;185127,174286,170897,156006,152823,152575,152574,151826,150833,146887,144964,138849,135201,135200,135199,135189,135014,135188,112507
179;151775,151778
180;186876,186545,184449,187044,174439,174370,168971,164771,187085,187079,187071,187070,187049,153115,187114,187091,187089,187074,146649,143627,142078,142036,98170
181;154511,124225
182;184116,184170,184119,182759,182365,167132,166931,179253,171871,169395,164544,157038,154621,154137,154135,154134,154129,153996,152053,150160,150071,150735,150518,150063,149561,149205,148859,148853,148683,146296,146294,143336,143197,142974,143101,143100,137305,137304,137303,137302,137281,137121,135132,134384,141393,135326,126634,122173,110558
183;183687,166186,163945,156160,149072,149071,148570,147598,147363,145916,145905,145773,145770,136111,126767
184;179653,169028,164160,179652,179553,174723,169030,168820,156156,150443,148578,148512,147376,147374,145796,145771,145769,125903
185;182235,149564,146766,146761,144048,138680,136111,134820,132156,132151,132150,126767,116170,103531
186;182599,182559,179584,182497,149564,146771,146718,146717,146716,146704,146703,146672,139112,137242,136111,132359,132358,132144,124225,116270,111116,103531
187;149564,138684,126767,116170,103531
188;184719,184692,180268,179749,176159,174195,173756,173748,161184,160430,148490,146837,146836,146834,146833,146326,143621,136111,131048,126767,103531
189;185090,166047,154487,134174,124960,124217,99682
190;179767,173732,163143,163142,126417
191;178875,170485,153247,153102,146184,145714,145709,145086,142007,112610
192;184252,183564,182847,175972,174862,144355,119794,119793,115683,109963
193;182219,181271,180984,180772,180765,178245,174895,179010,174901,174899,174896,174894,174728,174727,174726,173245,172185,180768,170476,169853,169851,169260,168169,168163,167905,167839,167807,167773,166142,160268,153051,153048,152790,152787,149035,147472,147463,147283,146193,142010,140134,127072,127071,127067,127064,125912,125911,118583,118577,111218,109725,109724,108885,107960,105814,100895
194;186908,186540,186502,184255,184249,184236,184229,182585,182580,181994,181991,179551,178811,176430,176428,176427,176317,176315,176314,175919,175773,174273,173663,173268,172721,171333,169605,171332,168427,166471,166451,166446,166254,166252,166251,166249,166027,162456,157292,157289,156719,155327,155096,153775,153772,153771,153283,153281,153279,153200,153199,153198,153087,148855,148616,148447,148446,148298,148295,147275,147270,147269,145880,145855,144155,138833,138581,137858,136115,135763,130241,128193,124137,121307,121304,118707,118706,118698,118688,118687,109937,108559,103137
195;182592,182591,182589,118031,118030,118026
196;186917,186897,186737,184200,182707,182394,181360,181161,180255,179704,176916,176911,176903,176587,174578,172992,170851,166695,166689,164982,164530,164526,162642,164548,155045,152678,152592,152545,152049,151918,152487,148826,147957,144949,144913,144126,143729,135986,130582,130580,129185,129184,122673,122496,105270,104503,105035,99676
197;165068,161852,157032,155550,155549,146078,138743,135752,130252,121994,113446,106803
198;185544,183170,180883,176760,172554,165306,155229,162223,161026,155235,155023,152568,146150,119412,134930,113432,113429,105270,104503,105035
199;169765,169641,130048,123435,118015,118013
200;185544,180883,178140,176760,175239,175237,173439,168192,161026,157448,134830,130048,123435,104429
201;182593,146790,146788,136121,129026,126752
202;175591,175590,167395,167218,161253,151930,139065,92011,91783
203;182910,169316,157457,117155,104795,91881
204;186311,184816,183005,180785,180730,180121,179764,175726,180759,180740,180728,175891,175732,175729,175588,175586,173367,169317,169267,169266,169263,169258,169257,169255,168215,162984,180755,160334,159230,157468,157467,157463,157461,157460,157457,140300,140263,139667,130123,118759,118749,110677,104536,92124,92123,91902,91901
205;183514,169278,174544,149555,128368,108908
206;183971,183756,182203,180037,177284,173357,173269,172864,172833,165376,165324,160359,160585,153981,139694,130448,129566,123287,119704,119701,119693,115910,115857,110690,110688,100689
207;185293,180951,172957,172649,168134,163646,161023,152640,141288,118072,107805,104414
208;123729
209;183285,180204,173171,160232,144558,131496,120096
210;161037,160704,147851,146062,127027,108779
211;186927,186468,185942,184028,184442,184163,184158,184149,184147,184023,184020,183971,183964,183963,183961,182735,182730,182726,182203,182178,182176,182174,180743,180688,180037,179860,178931,178930,178929,175513,173383,185652,178809,178807,176872,176534,176533,176527,176526,176525,176392,176384,176326,176192,176133,176058,176008,176007,175952,175834,174506,173733,173730,173725,173537,173535,173529,173088,173082,172196,172193,172122,172115,171863,166504,165082,164028,169468,169195,169175,169156,169155,169153,169104,168753,168573,168571,168568,168543,168542,167536,167526,166525,166523,166522,166234,166231,164451,163999,163627,163565,163542,163507,162990,156995,154095,154085,160650,160637,160459,160434,157067,156992,156099,155364,153899,153898,153887,153884,153128,152939,152933,152071,152062,152049,151982,151921,150674,148705,148540,145923,145922,150147,149306,149302,148712,148710,148709,147647,146755,146751,145369,145366,145358,144172,144171,144169,144168,144162,144032,140429,139281,138241,138235,138216,138185,138158,133727,131078,130157,130039,128300,128299,127944,127937,126021,126019,125944,122082,122079,122801,121060,121046,121036,121034,121033,121032,120649,119364,117810,117796,117791,114463,113666,109586,106358,106356,103521,102398,100788,100683,96401,95042,107741
212;179786,171860,168962,155352,115435,112565,104934
213;183774,178403,178402,176893,171791,171790,164306,164748,164600,157284,152689,147393,130116,128619,119004
214;184948,184947,183169,176013,174258,169283,169277,178917,156205,156204,150188,148363,135580,150197,149962,150200,150910,150204,150202,149958
215;183940,183895,161900,146924,121261
216;175778,174373,174089,153846,174415,174328,123404
217;175778,174373,174089,153846,174415,174328,123404
218;155743,148099
219;146823,144012,107802,100576,920853
220;146823,144012,107802,100576
221;180778,160753,160716,151914,120801,109360,105196,104211
222;177907,167185,160747,160716,109363,109360,105196,104211
223;182794,172987,184224,181892
224;173031,162869,154932,145163,104361,100083,100082,107674
225;151137,136444,106771,100093,94463,94073,93378
226;184360,173036,169084,116723
227;185388,184303,180542,175425,173030,172923,169868,154706,154705,145181,127837,122814,114540,105121,94461,92625
228;175284,142351
229;155016,138359,138320,138301,136471,116948
230;186220,185390,169819,165927,165926,165925,162534,145669,135397,133124,118204,114757,100181,94099
231;182109,170191,162337,155020,145178,138352,120815
232;181438,169971,144197,118227
