author_id;publication_id
147;174805,174789,165379,163391,162306,160995,149032,148655,146875,137916,129724,128623,126039,123010,122948,122043,121787,120829,120594,114814
148;184241,182878,182635,182220,181846,174847,166724,166547,166394,166292,163391,162373,149032,148655,147170,146875,129927,129724,126038,122083,122081,122080,122071,120960,120898,120882,120829,120598,120594,115732,115729,114810,111128,110007,109898,109896,106900,102696
149;178744,168756,168534,164128,161220,171448,162306,160995,152465,149032,146877,146875,142636,137898,129724,123075,120898,120829,120598,120594,115729,114814,108264,105776
150;161220,144998,144965,115655,108263,106815
151;168978,167414,167242,137995,135045,128620,124610,122362,110686,109765,109628
152;177572,173711,168498,168337,167242,161278,148639,148494,137985,137980,128378,125624,125623,121417,117570,117042,110686,109795,109628,107420,107027,107006
153;161280,132826,132640,110930,110686,109776
154;168497,167242,140195,139892,139885,137609,134860,132100,128767,126579,117834,117807,117570,109468,186688
155;186673,174262,171270,168948,163390,162428,149913,149910,117927,117410,110104,108583
156;175552,168826,152708,151074,180093,139558,134353,125933,117447,134351,134310,134302,110161,101392,134324,100592
157;183075,121937,117817,110346
158;149634,129009,128929,121938,121930,121560,109688
159;185688,178654,169721,116231
160;183075,165886,161280,130404,129012,128745,122362,121938,121639,121638,121633,121594,121573,121560,116231,110726,110525,110513,110349,109691,101828
161;127268,123406,94522,94323
163;186848,177123,176841,179725,165152,155636,144600,141802,142207,136489,134776,134015,126611,124201,124766,112310,112034,112029,105919,100322,112090,100311,100308,100307,100306,94731
164;183545,170840,122854,116543,113676,112192,112191,110842
165;120707,100555,98180
166;153333,153331,126821,116636,123039,105811,105809,100574,100575,100410
167;133479
168;135586,124921,105460
169;181690,170567,166964,170622,162408,142944,141237,122598,121102,117171,122434,113678,112854,112625,111234,107315,122769,118028,106475,106333,106266,104713
170;123521,123445,113466,98094
171;133502,113681,113037,113029
172;172801,171983,168401,144674,143625,142480,141860,136152,135851,128149,125654,123910,116959,116203,115535,119670,112175,112044,105238,105290,105234,98632
